COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
ARCHIMEDEAN MIDDLE CONSERVATORY,Dade,0,0,0,0,0,,0,0,,0,7,6,0,1,0,3,3,1
ARCHIMEDEAN UPPER CONSERVATORY,Dade,0,0,0,0,0,,0,0,,0,4,4,0,0,0,3,0,1
ARCOLA LAKE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,14,9,2,0,3,7,5,2
ARROWHEAD NURSERY KINDERGARTEN,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,0,1
ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,Dade,0,0,0,0,0,,0,0,,0,9,7,0,1,1,7,2,0
ARTS ACADEMY OF EXCELLENCE,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ARVIDA MIDDLE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,29,26,2,0,1,20,9,0
ASBURY CHRISTIAN SCHOOL,Dade,0,0,0,0,0,,0,0,,0,15,11,0,0,4,5,9,1
ATALA MONTESSORI SCHOOL,Dade,0,0,0,0,0,,0,0,,0,4,4,0,0,0,1,3,0
ATLANTIS ACADEMY,Dade,0,0,0,0,0,,0,0,,0,7,4,0,0,3,4,2,1
ATLANTIS ACADEMY 2,Dade,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
AUBURNDALE ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,0,1,,0,14,9,1,0,4,10,4,0
AVANT SCHOOL OF EXCELLENCE,Dade,0,0,0,0,0,,0,0,,0,3,3,0,0,0,0,3,0
AVENTURA CITY OF EXCELLENCE SCHOOL,Dade,2,2,0,0,0,,0,2,,0,36,32,2,1,1,14,13,9
AVENTURA LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
AVENTURA WATERWAYS K-8 CENTER,Dade,3,2,0,1,0,,3,0,,0,63,57,1,1,4,47,15,1
AVOCADO ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,16,12,1,1,2,9,7,0
B.WRIGHT LEADERSHIP ACADEMY,Dade,0,0,0,0,0,,0,0,,0,2,1,0,0,1,1,1,0
BANYAN ELEMENTARY SCHOOL,Dade,2,2,0,0,0,,0,2,,0,19,16,1,0,2,5,13,1
BARBARA GOLEMAN SENIOR HIGH,Dade,3,3,0,0,0,,3,0,,0,61,52,4,1,4,49,10,2
BARBARA HAWKINS ELEMENTARY SCHOOL,Dade,1,0,0,0,1,,1,0,,0,4,2,0,0,2,2,2,0
BEACON COLLEGE PREP MIDDLE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,6,4,0,0,2,2,4,0
BEACON COLLEGE PREPARATORY,Dade,0,0,0,0,0,,0,0,,0,6,5,1,0,0,3,2,1
BEACON HILL CENTER INC.,Dade,0,0,0,0,0,,0,0,,0,4,4,0,0,0,0,4,0
BEL-AIRE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,8,3,2,0,3,7,1,0
BELEN JESUIT PREPARATORY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,122,109,6,1,6,78,28,16
BEN GAMLA CHARTER SCHOOL,Dade,0,0,0,0,0,,0,0,,0,13,12,0,0,1,4,8,1
BEN SHEPPARD ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,28,17,2,1,8,21,6,1
BENJAMIN FRANKLIN K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,10,8,0,0,2,8,2,0
BENT TREE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,12,11,1,0,0,9,3,0
BETH JACOB HIGH SCHOOL INC.,Dade,0,0,0,0,0,,0,0,,0,32,28,1,0,3,19,10,3
BETH MOSHE EARLY CHILDHOOD CENTER,Dade,0,0,0,0,0,,0,0,,0,6,4,1,0,1,2,4,0
BEYOND EXPECTATIONS ACADEMY,Dade,0,0,0,0,0,,0,0,,0,8,5,1,0,2,5,3,0
BILTMORE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,11,8,0,1,2,7,4,0
BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL,Dade,0,0,0,0,0,,0,0,,0,5,3,0,0,2,4,0,1
BISCAYNE BEACH ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,33,30,0,0,3,22,9,2
BISCAYNE GARDENS ELEMENTARY,Dade,4,4,0,0,0,,0,0,,4,8,6,0,0,2,2,2,4
BISCAYNE PARK SCHOOL EARLY LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
BLUE LAKES ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,0,1,,0,22,18,1,0,3,16,6,0
BOB GRAHAM EDUCATION CENTER,Dade,1,1,0,0,0,,1,0,,0,72,63,2,0,7,44,25,3
BOLA CHILDCARE LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
BOOKER T. WASHINGTON SENIOR HIGH,Dade,2,1,0,1,0,,2,0,,0,19,13,3,1,2,15,4,0
BOWMAN ASHE/DOOLIN K-8 ACADEMY,Dade,1,1,0,0,0,,1,0,,0,34,30,0,1,3,24,6,4
BOYSTOWN,Dade,0,0,0,0,0,,0,0,,0,2,1,0,1,0,0,2,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
BRENTWOOD ELEMENTARY SCHOOL,Dade,1,0,1,0,0,,1,0,,0,11,9,2,0,0,4,7,0
BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS,Dade,0,0,0,0,0,,0,0,,0,10,9,0,0,1,5,4,1
BRIDGEPREP ACADEMY OF GREATER MIAMI,Dade,0,0,0,0,0,,0,0,,0,28,24,1,1,2,14,10,4
BRIDGEPREP ACADEMY OF NORTH MIAMI BEACH,Dade,0,0,0,0,0,,0,0,,0,26,26,0,0,0,13,11,2
BRIDGEPREP ACADEMY OF VILLAGE GREEN,Dade,0,0,0,0,0,,0,0,,0,35,33,0,0,2,18,10,7
BRIDGEPREP ACADEMY SOUTH,Dade,1,1,0,0,0,,0,0,,1,23,19,1,1,2,6,9,8
BRILLIANT BEGINNING LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,3,2,1,0,0,2,1,0
BRITO MIAMI PRIVATE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,5,3,0,0,2,5,0,0
BROADMOOR ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,11,10,0,0,1,10,1,0
BROWNSVILLE MIDDLE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,10,4,1,1,4,6,4,0
BRUCIE BALL EDUCATIONAL CENTER,Dade,0,0,0,0,0,,0,0,,0,4,0,0,0,4,2,1,1
BUNCHE PARK ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,10,7,1,0,2,7,3,0
C. G. BETHEL HIGH SCHOOL,Dade,0,0,0,0,0,,0,0,,0,3,2,1,0,0,3,0,0
CALUSA ELEMENTARY SCHOOL,Dade,3,3,0,0,0,,2,1,,0,37,29,0,1,7,23,14,0
CALUSA PREPARATORY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,16,16,0,0,0,9,7,0
CAMPBELL DRIVE K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,23,19,0,0,4,18,5,0
CARE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,20,16,1,0,3,3,12,5
CARIBBEAN K-8 CENTER,Dade,1,1,0,0,0,,0,1,,0,19,16,1,0,2,10,9,0
CAROL CITY ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,10,8,0,1,1,4,6,0
CAROL CITY MIDDLE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,12,7,2,0,3,9,2,1
CARPE DIEM ACADEMIA INC.,Dade,0,0,0,0,0,,0,0,,0,14,6,0,2,6,11,2,1
CARPE DIEM ACADEMIA LITTLE HAVANA,Dade,0,0,0,0,0,,0,0,,0,8,5,0,2,1,8,0,0
CARRIE P. MEEK/WESTVIEW K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,9,4,1,0,4,8,1,0
CARROLLTON SCHOOL OF THE SACRED HEART,Dade,2,2,0,0,0,,2,0,,0,85,73,1,2,9,45,19,21
CASA DEI BAMBINI MONTESSORI SCHOOL,Dade,0,0,0,0,0,,0,0,,0,13,11,0,0,2,5,4,4
CATTOIRA MONTESSORI SCHOOL,Dade,0,0,0,0,0,,0,0,,0,4,3,0,1,0,2,1,1
CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSO,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CENTNER ACADEMY - ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,19,13,2,0,4,10,9,0
CENTNER ACADEMY - MIDDLE AND HIGH SCHOOLS,Dade,0,0,0,0,0,,0,0,,0,2,1,0,1,0,1,1,0
CENTNER ACADEMY - PRESCHOOL,Dade,0,0,0,0,0,,0,0,,0,4,3,0,0,1,3,1,0
CENTRO CAMPESINO FARMWORKER CENTER,Dade,0,0,0,0,0,,0,0,,0,1,0,1,0,0,0,0,1
CHAMBERS HIGH SCHOOL,Dade,1,1,0,0,0,,0,1,,0,7,2,0,5,0,1,3,3
CHAMPAGNAT CATHOLIC SCHOOL OF HIALEAH,Dade,0,0,0,0,0,,0,0,,0,11,9,1,1,0,8,2,1
CHANTY LEARNING CENTER DBA WE LOVE KIDS,Dade,0,0,0,0,0,,0,0,,0,4,2,1,0,1,3,1,0
CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",Dade,0,0,0,0,0,,0,0,,0,24,17,3,1,3,15,9,0
CHARLES R DREW K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,13,8,3,1,1,9,4,0
CHARLES R HADLEY ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,33,32,0,1,0,25,8,0
CHARTER HIGH SCHOOL OF THE AMERICAS,Dade,0,0,0,0,0,,0,0,,0,3,2,0,1,0,3,0,0
CHILDREN'S PARADISE LEARNING CENTER 5,Dade,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,1,0
CHILDREN'S PARADISE LEARNING CENTER 6 INC.,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
CHILDREN'S PARADISE LEARNING CENTER INC 4,Dade,0,0,0,0,0,,0,0,,0,2,2,0,0,0,0,2,0
CHILDREN'S PARADISE LEARNING CENTER INC.,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CHILDREN'S PARADISE LEARNING CENTER.INC,Dade,0,0,0,0,0,,0,0,,0,4,3,0,0,1,1,3,0
CHILDREN'S PLACE LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
CHILDREN'S RAINBOW DAYSCHOOL ACADEMY,Dade,0,0,0,0,0,,0,0,,0,10,9,0,1,0,5,4,1
CHILDREN'S RESOURCES,Dade,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
CHILDRENS CHRISTIAN SCHOOLHOUSE,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CHILDRENS PARADISE LEARNING CENTER 3,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CHRIST CHILDREN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,0,1
CHRIST FELLOWSHIP ACADEMY,Dade,1,1,0,0,0,,1,0,,0,9,7,0,0,2,6,0,3
CHRISTINA M. EVE ELEMENTARY SCHOOL,Dade,5,5,0,0,0,,2,3,,0,18,16,2,0,0,10,7,1
CHRISTOPHER COLUMBUS HIGH SCHOOL,Dade,2,1,0,0,1,,2,0,,0,58,46,1,2,9,45,12,1
CINDERELLA SCHOOL,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
CITI CHRISTIAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,4,4,0,0,0,2,2,0
CITRUS GROVE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,29,22,2,2,3,18,11,0
CITRUS GROVE MIDDLE SCHOOL,Dade,1,1,0,0,0,,1,0,,0,18,16,0,0,2,14,4,0
CITY OF HIALEAH EDUCATION ACADEMY,Dade,1,1,0,0,0,,0,1,,0,52,46,1,1,4,35,13,4
CLAUDE PEPPER ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,11,9,0,0,2,7,4,0
COCONUT GROVE ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,0,1,,0,21,18,1,0,2,10,11,0
COCONUT GROVE MONTESSORI SCHOOL,Dade,0,0,0,0,0,,0,0,,0,4,2,0,0,2,1,2,1
COCONUT PALM K-8 ACADEMY,Dade,0,0,0,0,0,,0,0,,0,24,19,3,0,2,15,9,0
COLONIAL CHRISTIAN SCHOOL,Dade,0,0,0,0,0,,0,0,,0,6,6,0,0,0,3,1,2
COLONIAL DRIVE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,9,7,1,0,1,7,2,0
COMSTOCK ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,5,3,0,2,0,2,3,0
CONCHITA ESPINOSA ACADEMY,Dade,0,0,0,0,0,,0,0,,0,22,14,3,2,3,11,10,1
CONCORDIA LUTHERAN SCHOOL,Dade,0,0,0,0,0,,0,0,,0,6,4,0,0,2,3,2,1
COPE CENTER NORTH,Dade,0,0,0,0,0,,0,0,,0,6,3,1,0,2,6,0,0
CORAL GABLES PREPARATORY ACADEMY,Dade,0,0,0,0,0,,0,0,,0,27,23,0,1,3,16,10,1
CORAL GABLES SENIOR HIGH ADULT EDUCATION,Dade,0,0,0,0,0,,0,0,,0,2,0,0,1,1,2,0,0
CORAL GABLES SENIOR HIGH SCHOOL,Dade,3,3,0,0,0,,3,0,,0,56,47,1,0,8,43,12,1
CORAL PARK CHRISTIAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,9,5,1,0,3,6,3,0
CORAL PARK ELEMENTARY SCHOOL,Dade,1,0,1,0,0,,0,1,,0,49,45,1,0,3,22,22,5
CORAL REEF ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,26,20,1,1,4,17,9,0
CORAL REEF MONTESSORI ACADEMY CHAPTER,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
CORAL REEF MONTESSORI ACADEMY CHARTER,Dade,0,0,0,0,0,,0,0,,0,23,20,1,2,0,4,13,6
CORAL REEF SENIOR HIGH SCHOOL,Dade,2,2,0,0,0,,1,1,,0,76,69,0,1,6,59,17,0
CORAL TERRACE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,14,13,1,0,0,13,1,0
CORAL WAY K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,27,21,2,0,4,19,6,2
COUNTRY CLUB MIDDLE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,17,15,0,0,2,13,4,0
CRESTVIEW ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,12,12,0,0,0,5,7,0
CRISDA CHRISTIAN ACADEMY INC.,Dade,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN,Dade,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
CUTLER BAY CHRISTIAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
CUTLER BAY MIDDLE,Dade,0,0,0,0,0,,0,0,,0,28,25,1,1,1,17,11,0
CUTLER BAY SENIOR HIGH SCHOOL,Dade,0,0,0,0,0,,0,0,,0,9,9,0,0,0,6,2,1
CUTLER RIDGE CHRISTIAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,10,7,2,0,1,5,1,4
CUTLER RIDGE ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,6,6,0,0,0,6,0,0
CYPRESS K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,18,13,0,0,5,13,5,0
DADE ALPER JEWISH COMMUNITY CENTER,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
DADE CHRISTIAN SCHOOL,Dade,0,0,0,0,0,,0,0,,0,41,35,1,3,2,22,9,10
DADE DISTRICT OFFICE,Dade,0,0,0,0,0,,0,0,,0,5,0,1,0,4,4,0,1
DANTE B. FASCELL ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,13,12,0,0,1,4,9,0
DAVID FAIRCHILD ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,20,19,0,0,1,9,8,3
DAVID LAWRENCE JR. K-8 CENTER,Dade,2,2,0,0,0,,2,0,,0,24,20,1,0,3,13,10,1
DESIGN & ARCHITECTURE SENIOR HIGH,Dade,0,0,0,0,0,,0,0,,0,8,8,0,0,0,6,2,0
DEVON AIRE K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,31,26,1,0,4,18,12,1
DIAMOND MINDS TRANSFORMATIONAL LEADERSHIP A,Dade,0,0,0,0,0,,0,0,,0,4,3,1,0,0,0,3,1
DISCOVER MONTESSORI ACADEMY,Dade,0,0,0,0,0,,0,0,,0,6,6,0,0,0,3,3,0
DISCOVER MONTESSORI ACADEMY-PSN,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
DIVINE SAVIOR LUTHERAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,79,74,4,0,1,45,29,5
DOCTORS CHARTER SCHOOL OF MIAMI SHORES,Dade,1,1,0,0,0,,1,0,,0,18,13,1,4,0,9,8,1
DON SOFFER AVENTURA HIGH SCHOOL,Dade,0,0,0,0,0,,0,0,,0,52,49,3,0,0,34,14,4
DORAL ACADEMY,Dade,2,2,0,0,0,,2,0,,0,132,116,7,3,6,43,55,34
DORAL ACADEMY CHARTER HIGH SCHOOL,Dade,3,3,0,0,0,,2,1,,0,76,69,2,4,1,44,17,15
DORAL ACADEMY CHARTER MIDDLE SCHOOL,Dade,1,1,0,0,0,,1,0,,0,51,50,0,1,0,31,13,7
DORAL ACADEMY OF TECHNOLOGY,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE,Dade,0,0,0,0,0,,0,0,,0,95,83,6,5,1,29,38,28
DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,Dade,0,0,0,0,0,,0,0,,0,3,3,0,0,0,0,1,2
DOROTHY M. WALLACE COPE CENTER,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL,Dade,3,3,0,0,0,,0,3,,0,110,101,5,2,2,42,50,18
DOWNTOWN DORAL CHARTER UPPER SCHOOL,Dade,0,0,0,0,0,,0,0,,0,62,55,3,2,2,42,10,10
DOWNTOWN MIAMI CHARTER SCHOOL,Dade,0,0,0,0,0,,0,0,,0,28,19,3,4,2,11,7,10
DR. CARLOS J. FINLAY ELEMENTARY,Dade,0,0,0,0,0,,0,0,,0,26,22,1,0,3,14,9,3
DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,9,8,0,1,0,5,4,0
DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,3,0,1,1,1,2,1,0
DR. GILBERT L. PORTER ELEMENTARY SCHOOL,Dade,2,2,0,0,0,,2,0,,0,28,27,1,0,0,13,15,0
DR. HENRY E. PERRINE ACADEMY OF THE ARTS,Dade,0,0,0,0,0,,0,0,,0,14,11,1,0,2,7,7,0
DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,5,4,1,0,0,3,2,0
DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,0,0,,1,16,14,0,2,0,8,7,1
DR. MARVIN DUNN ACADEMY FOR COMMUNITY EDUCATION.,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
DR. MICHAEL M. KROP SENIOR HIGH,Dade,2,2,0,0,0,,2,0,,0,60,48,3,0,9,44,15,1
DR. ROBERT B. INGRAM ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,7,5,0,1,1,4,3,0
DR. ROLANDO ESPINOSA K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,36,34,1,0,1,22,14,0
DR. TONI BILBAO PREPARATORY ACADEMY,Dade,0,0,0,0,0,,0,0,,0,34,32,0,0,2,19,14,1
DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL,Dade,2,2,0,0,0,,2,0,,0,15,15,0,0,0,7,8,0
E.W.F. STIRRUP ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,41,35,1,0,5,24,15,2
EARLINGTON HEIGHTS ELEMENTARY,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
EARLINGTON HEIGHTS ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,9,2,0,3,4,7,2,0
EARLY STEP LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,6,0,0,5,1,2,2,2
EARLY YEARS ACADEMY,Dade,0,0,0,0,0,,0,0,,0,1,0,1,0,0,0,1,0
EASTER SEALS ACADEMY,Dade,0,0,0,0,0,,0,0,,0,16,7,3,3,3,10,3,3
EBENEZER CHRISTIAN ACADEMY,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
EBENEZER DAY CARE,Dade,1,1,0,0,0,,0,1,,0,1,1,0,0,0,0,1,0
EDC ACADEMY OF EXCELLENCE,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
EDISON PARK K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,9,4,1,1,3,7,2,0
EDISON PRIVATE SCHOOL,Dade,0,0,0,0,0,,0,0,,0,20,15,0,0,5,15,5,0
EDUCATIONAL WORLD LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,3,1,1,0,1,2,0,1
EMERSON ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,12,12,0,0,0,6,5,1
EMPOWERING YOUTH INC.,Dade,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
ENEIDA M. HARTNER ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,5,3,0,0,2,2,3,0
EPIPHANY CATHOLIC SCHOOL,Dade,4,4,0,0,0,,2,2,,0,14,14,0,0,0,4,6,4
EPIPHANY SCHOOL,Dade,1,1,0,0,0,,1,0,,0,30,25,1,0,4,18,9,3
ERNEST R. GRAHAM K-8 ACADEMY,Dade,0,0,0,0,0,,0,0,,0,33,23,3,1,6,24,8,1
ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ETHEL KOGER BECKHAM K-8 CENTER,Dade,0,0,0,0,0,,0,0,,0,39,32,2,1,4,24,12,3
EUGENIA B. THOMAS K-8 CENTER,Dade,1,0,1,0,0,,1,0,,0,58,45,3,1,9,40,16,2
EVERGLADES K-8 CENTER,Dade,1,1,0,0,0,,1,0,,0,40,31,2,0,7,23,17,0
EVERGLADES PREPARATORY ACADEMY,Dade,0,0,0,0,0,,0,0,,0,24,18,1,4,1,13,6,5
EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL,Dade,0,0,0,0,0,,0,0,,0,4,4,0,0,0,1,3,0
EXCELSIOR CHARTER ACADEMY,Dade,0,0,0,0,0,,0,0,,0,17,12,5,0,0,10,2,5
EXCELSIOR LANGUAGE ACADEMY OF HIALEAH,Dade,2,2,0,0,0,,0,2,,0,5,5,0,0,0,1,4,0
FAIRLAWN ELEMENTARY SCHOOL,Dade,1,1,0,0,0,,0,1,,0,20,18,1,1,0,12,8,0
FAITH FELLOWSHIP SCHOOL,Dade,0,0,0,0,0,,0,0,,0,5,2,0,0,3,4,1,0
FANTASTIC LAND LEARNING CENTER,Dade,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
FELIX VARELA SENIOR HIGH SCHOOL,Dade,4,4,0,0,0,,4,0,,0,42,34,1,1,6,37,5,0
FIRST UNITED METHODIST CHRISTIAN SCHOOL,Dade,2,2,0,0,0,,1,1,,0,34,32,1,1,0,20,8,6
FISHER ISLAND DAY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,2,1,0,0,1,1,0,1
FLAGAMI ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,18,15,0,0,3,14,4,0
FLAMINGO ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,19,16,0,0,3,12,7,0
FLORIDA CHRISTIAN SCHOOL,Dade,1,1,0,0,0,,1,0,,0,142,123,8,5,6,80,35,27
FLORIDA CITY ELEMENTARY SCHOOL,Dade,0,0,0,0,0,,0,0,,0,11,7,1,0,3,8,3,0
